source,target,relationship_type
C0393,D3930,USES_DEVICE
C0393,D3931,USES_DEVICE
C0393,D3932,USES_DEVICE
C0393,I3930,USES_IP
C0393,I3931,USES_IP
C0393,I3932,USES_IP
C0393,P3930,HAS_PAYMENT_INSTRUMENT
C0393,P3931,HAS_PAYMENT_INSTRUMENT
C0394,D3940,USES_DEVICE
C0394,D3941,USES_DEVICE
C0394,D3942,USES_DEVICE
C0394,I3940,USES_IP
C0394,I3941,USES_IP
C0394,I3942,USES_IP
C0394,P3940,HAS_PAYMENT_INSTRUMENT
C0394,P3941,HAS_PAYMENT_INSTRUMENT
C0395,D3950,USES_DEVICE
C0395,D3951,USES_DEVICE
C0395,D3952,USES_DEVICE
C0395,I3950,USES_IP
C0395,I3951,USES_IP
C0395,I3952,USES_IP
C0395,P3950,HAS_PAYMENT_INSTRUMENT
C0396,D3960,USES_DEVICE
C0396,D3961,USES_DEVICE
C0396,I3960,USES_IP
C0396,I3961,USES_IP
C0396,I3962,USES_IP
C0396,P3960,HAS_PAYMENT_INSTRUMENT
C0397,D3970,USES_DEVICE
C0397,D3971,USES_DEVICE
C0397,D3972,USES_DEVICE
C0397,I3970,USES_IP
C0397,I3971,USES_IP
C0397,P3970,HAS_PAYMENT_INSTRUMENT
C0398,D3980,USES_DEVICE
C0398,D3981,USES_DEVICE
C0398,D3982,USES_DEVICE
C0398,I3980,USES_IP
C0398,P3980,HAS_PAYMENT_INSTRUMENT
C0399,D3990,USES_DEVICE
C0399,D3991,USES_DEVICE
C0399,D3992,USES_DEVICE
C0399,I3990,USES_IP
C0399,I3991,USES_IP
C0399,I3992,USES_IP
C0399,P3990,HAS_PAYMENT_INSTRUMENT
C0400,D4000,USES_DEVICE
C0400,I4000,USES_IP
C0400,I4001,USES_IP
C0400,I0080,USES_IP
C0400,P4000,HAS_PAYMENT_INSTRUMENT
C0400,P4001,HAS_PAYMENT_INSTRUMENT
C0401,D4010,USES_DEVICE
C0401,D4011,USES_DEVICE
C0401,I4010,USES_IP
C0401,P4010,HAS_PAYMENT_INSTRUMENT
C0402,D4020,USES_DEVICE
C0402,D4021,USES_DEVICE
C0402,I4020,USES_IP
C0402,I4021,USES_IP
C0402,I4022,USES_IP
C0402,P4020,HAS_PAYMENT_INSTRUMENT
C0403,D4030,USES_DEVICE
C0403,D4031,USES_DEVICE
C0403,D4032,USES_DEVICE
C0403,I4030,USES_IP
C0403,P4030,HAS_PAYMENT_INSTRUMENT
C0403,P4031,HAS_PAYMENT_INSTRUMENT
C0404,D4040,USES_DEVICE
C0404,D4041,USES_DEVICE
C0404,D4042,USES_DEVICE
C0404,I4040,USES_IP
C0404,I4041,USES_IP
C0404,P4040,HAS_PAYMENT_INSTRUMENT
C0405,D4050,USES_DEVICE
C0405,D4051,USES_DEVICE
C0405,I4050,USES_IP
C0405,I4051,USES_IP
C0405,I4052,USES_IP
C0405,P4050,HAS_PAYMENT_INSTRUMENT
C0405,P4051,HAS_PAYMENT_INSTRUMENT
C0406,D4060,USES_DEVICE
C0406,D4061,USES_DEVICE
C0406,D4062,USES_DEVICE
C0406,I4060,USES_IP
C0406,I4061,USES_IP
C0406,P4060,HAS_PAYMENT_INSTRUMENT
C0406,P4061,HAS_PAYMENT_INSTRUMENT
C0407,D4070,USES_DEVICE
C0407,I4070,USES_IP
C0407,I4071,USES_IP
C0407,P4070,HAS_PAYMENT_INSTRUMENT
C0407,P4071,HAS_PAYMENT_INSTRUMENT
C0408,D4080,USES_DEVICE
C0408,D4081,USES_DEVICE
C0408,I4080,USES_IP
C0408,I4081,USES_IP
C0408,P4080,HAS_PAYMENT_INSTRUMENT
C0408,P4081,HAS_PAYMENT_INSTRUMENT
C0409,D4090,USES_DEVICE
C0409,D4091,USES_DEVICE
C0409,I4090,USES_IP
C0409,P4090,HAS_PAYMENT_INSTRUMENT
C0409,P4091,HAS_PAYMENT_INSTRUMENT
C0410,D4100,USES_DEVICE
C0410,D4101,USES_DEVICE
C0410,I4100,USES_IP
C0410,I4101,USES_IP
C0410,P4100,HAS_PAYMENT_INSTRUMENT
C0410,P4101,HAS_PAYMENT_INSTRUMENT
C0411,D4110,USES_DEVICE
C0411,I4110,USES_IP
C0411,I0082,USES_IP
C0411,P4110,HAS_PAYMENT_INSTRUMENT
C0411,P4111,HAS_PAYMENT_INSTRUMENT
C0412,D4120,USES_DEVICE
C0412,D4121,USES_DEVICE
C0412,D4122,USES_DEVICE
C0412,I4120,USES_IP
C0412,I4121,USES_IP
C0412,P4120,HAS_PAYMENT_INSTRUMENT
C0412,P4121,HAS_PAYMENT_INSTRUMENT
C0413,D4130,USES_DEVICE
C0413,D4131,USES_DEVICE
C0413,D4132,USES_DEVICE
C0413,I4130,USES_IP
C0413,I4131,USES_IP
C0413,I4132,USES_IP
C0413,P4130,HAS_PAYMENT_INSTRUMENT
C0414,D4140,USES_DEVICE
C0414,I4140,USES_IP
C0414,P4140,HAS_PAYMENT_INSTRUMENT
C0415,D4150,USES_DEVICE
C0415,D4151,USES_DEVICE
C0415,D4152,USES_DEVICE
C0415,I0083,USES_IP
C0415,P4150,HAS_PAYMENT_INSTRUMENT
C0415,P4151,HAS_PAYMENT_INSTRUMENT
C0416,D4160,USES_DEVICE
C0416,D4161,USES_DEVICE
C0416,I4160,USES_IP
C0416,I4161,USES_IP
C0416,I4162,USES_IP
C0416,P4160,HAS_PAYMENT_INSTRUMENT
C0417,D4170,USES_DEVICE
C0417,D4171,USES_DEVICE
C0417,I4170,USES_IP
C0417,I4171,USES_IP
C0417,I4172,USES_IP
C0417,P4170,HAS_PAYMENT_INSTRUMENT
C0418,D4180,USES_DEVICE
C0418,D4181,USES_DEVICE
C0418,I4180,USES_IP
C0418,I0083,USES_IP
C0418,P4180,HAS_PAYMENT_INSTRUMENT
C0419,D4190,USES_DEVICE
C0419,D4191,USES_DEVICE
C0419,D4192,USES_DEVICE
C0419,I4190,USES_IP
C0419,I4191,USES_IP
C0419,I4192,USES_IP
C0419,P4190,HAS_PAYMENT_INSTRUMENT
C0420,D4200,USES_DEVICE
C0420,I4200,USES_IP
C0420,I4201,USES_IP
C0420,P4200,HAS_PAYMENT_INSTRUMENT
C0421,D4210,USES_DEVICE
C0421,D4211,USES_DEVICE
C0421,I4210,USES_IP
C0421,I4211,USES_IP
C0421,P4210,HAS_PAYMENT_INSTRUMENT
C0421,P4211,HAS_PAYMENT_INSTRUMENT
C0422,D4220,USES_DEVICE
C0422,I4220,USES_IP
C0422,P4220,HAS_PAYMENT_INSTRUMENT
C0423,D4230,USES_DEVICE
C0423,D4231,USES_DEVICE
C0423,I4230,USES_IP
C0423,I4231,USES_IP
C0423,P4230,HAS_PAYMENT_INSTRUMENT
C0423,P4231,HAS_PAYMENT_INSTRUMENT
C0424,D4240,USES_DEVICE
C0424,I4240,USES_IP
C0424,I4241,USES_IP
C0424,I4242,USES_IP
C0424,P4240,HAS_PAYMENT_INSTRUMENT
C0425,D4250,USES_DEVICE
C0425,D4251,USES_DEVICE
C0425,D4252,USES_DEVICE
C0425,I4250,USES_IP
C0425,I4251,USES_IP
C0425,P4250,HAS_PAYMENT_INSTRUMENT
C0426,D4260,USES_DEVICE
C0426,D4261,USES_DEVICE
C0426,D4262,USES_DEVICE
C0426,I4260,USES_IP
C0426,I4261,USES_IP
C0426,P4260,HAS_PAYMENT_INSTRUMENT
C0427,D4270,USES_DEVICE
C0427,I4270,USES_IP
C0427,I4271,USES_IP
C0427,I4272,USES_IP
C0427,P4270,HAS_PAYMENT_INSTRUMENT
C0427,P4271,HAS_PAYMENT_INSTRUMENT
C0428,D4280,USES_DEVICE
C0428,I4280,USES_IP
C0428,I4281,USES_IP
C0428,P4280,HAS_PAYMENT_INSTRUMENT
C0429,D4290,USES_DEVICE
C0429,D4291,USES_DEVICE
C0429,I4290,USES_IP
C0429,I0085,USES_IP
C0429,P4290,HAS_PAYMENT_INSTRUMENT
C0429,P4291,HAS_PAYMENT_INSTRUMENT
C0430,D4300,USES_DEVICE
C0430,I4300,USES_IP
C0430,I4301,USES_IP
C0430,P4300,HAS_PAYMENT_INSTRUMENT
C0430,P4301,HAS_PAYMENT_INSTRUMENT
C0431,D4310,USES_DEVICE
C0431,D4311,USES_DEVICE
C0431,D4312,USES_DEVICE
C0431,I4310,USES_IP
C0431,I4311,USES_IP
C0431,I4312,USES_IP
C0431,P4310,HAS_PAYMENT_INSTRUMENT
C0432,D4320,USES_DEVICE
C0432,I4320,USES_IP
C0432,I4321,USES_IP
C0432,I4322,USES_IP
C0432,P4320,HAS_PAYMENT_INSTRUMENT
C0432,P4321,HAS_PAYMENT_INSTRUMENT
C0433,D4330,USES_DEVICE
C0433,D4331,USES_DEVICE
C0433,D4332,USES_DEVICE
C0433,I4330,USES_IP
C0433,P4330,HAS_PAYMENT_INSTRUMENT
C0433,P4331,HAS_PAYMENT_INSTRUMENT
C0434,D4340,USES_DEVICE
C0434,D4341,USES_DEVICE
C0434,I4340,USES_IP
C0434,I4341,USES_IP
C0434,I4342,USES_IP
C0434,P4340,HAS_PAYMENT_INSTRUMENT
C0434,P4341,HAS_PAYMENT_INSTRUMENT
C0435,D4350,USES_DEVICE
C0435,D4351,USES_DEVICE
C0435,D4352,USES_DEVICE
C0435,I4350,USES_IP
C0435,I4351,USES_IP
C0435,I4352,USES_IP
C0435,P4350,HAS_PAYMENT_INSTRUMENT
C0436,D4360,USES_DEVICE
C0436,I4360,USES_IP
C0436,I4361,USES_IP
C0436,I0087,USES_IP
C0436,P4360,HAS_PAYMENT_INSTRUMENT
C0436,P4361,HAS_PAYMENT_INSTRUMENT
C0437,D4370,USES_DEVICE
C0437,D4371,USES_DEVICE
C0437,D4372,USES_DEVICE
C0437,I4370,USES_IP
C0437,I4371,USES_IP
C0437,I4372,USES_IP
C0437,P4370,HAS_PAYMENT_INSTRUMENT
C0438,D4380,USES_DEVICE
C0438,D4381,USES_DEVICE
C0438,D4382,USES_DEVICE
C0438,I4380,USES_IP
C0438,I4381,USES_IP
C0438,I4382,USES_IP
C0438,P4380,HAS_PAYMENT_INSTRUMENT
C0439,D4390,USES_DEVICE
C0439,D4391,USES_DEVICE
C0439,D4392,USES_DEVICE
C0439,I4390,USES_IP
C0439,P4390,HAS_PAYMENT_INSTRUMENT
C0439,P4391,HAS_PAYMENT_INSTRUMENT
C0440,D4400,USES_DEVICE
C0440,I4400,USES_IP
C0440,I0088,USES_IP
C0440,I4402,USES_IP
C0440,P4400,HAS_PAYMENT_INSTRUMENT
C0440,P4401,HAS_PAYMENT_INSTRUMENT
C0441,D4410,USES_DEVICE
C0441,D4411,USES_DEVICE
C0441,I0088,USES_IP
C0441,I4411,USES_IP
C0441,I4412,USES_IP
C0441,P4410,HAS_PAYMENT_INSTRUMENT
C0442,D4420,USES_DEVICE
C0442,D4421,USES_DEVICE
C0442,I4420,USES_IP
C0442,I4421,USES_IP
C0442,P4420,HAS_PAYMENT_INSTRUMENT
C0443,D4430,USES_DEVICE
C0443,I4430,USES_IP
C0443,I0088,USES_IP
C0443,P4430,HAS_PAYMENT_INSTRUMENT
C0444,D4440,USES_DEVICE
C0444,I0088,USES_IP
C0444,I4441,USES_IP
C0444,P4440,HAS_PAYMENT_INSTRUMENT
C0445,D4450,USES_DEVICE
C0445,D4451,USES_DEVICE
C0445,D4452,USES_DEVICE
C0445,I4450,USES_IP
C0445,I4451,USES_IP
C0445,I4452,USES_IP
C0445,P4450,HAS_PAYMENT_INSTRUMENT
C0445,P4451,HAS_PAYMENT_INSTRUMENT
C0446,D4460,USES_DEVICE
C0446,D4461,USES_DEVICE
C0446,I4460,USES_IP
C0446,I4461,USES_IP
C0446,P4460,HAS_PAYMENT_INSTRUMENT
C0447,D4470,USES_DEVICE
C0447,D4471,USES_DEVICE
C0447,D4472,USES_DEVICE
C0447,I4470,USES_IP
C0447,I4471,USES_IP
C0447,P4470,HAS_PAYMENT_INSTRUMENT
C0447,P4471,HAS_PAYMENT_INSTRUMENT
C0448,D4480,USES_DEVICE
C0448,D4481,USES_DEVICE
C0448,D4482,USES_DEVICE
C0448,I4480,USES_IP
C0448,P4480,HAS_PAYMENT_INSTRUMENT
C0449,D4490,USES_DEVICE
C0449,I4490,USES_IP
C0449,P4490,HAS_PAYMENT_INSTRUMENT
C0449,P4491,HAS_PAYMENT_INSTRUMENT
C0450,D4500,USES_DEVICE
C0450,D4501,USES_DEVICE
C0450,D4502,USES_DEVICE
C0450,I4500,USES_IP
C0450,I4501,USES_IP
C0450,I4502,USES_IP
C0450,P4500,HAS_PAYMENT_INSTRUMENT
C0451,D4510,USES_DEVICE
C0451,D4511,USES_DEVICE
C0451,I4510,USES_IP
C0451,I4511,USES_IP
C0451,P4510,HAS_PAYMENT_INSTRUMENT
C0452,D4520,USES_DEVICE
C0452,I4520,USES_IP
C0452,I4521,USES_IP
C0452,I4522,USES_IP
C0452,P4520,HAS_PAYMENT_INSTRUMENT
C0453,D4530,USES_DEVICE
C0453,I0090,USES_IP
C0453,P4530,HAS_PAYMENT_INSTRUMENT
C0454,D4540,USES_DEVICE
C0454,D4541,USES_DEVICE
C0454,I4540,USES_IP
C0454,I4541,USES_IP
C0454,I4542,USES_IP
C0454,P4540,HAS_PAYMENT_INSTRUMENT
C0455,D4550,USES_DEVICE
C0455,D4551,USES_DEVICE
C0455,I4550,USES_IP
C0455,I4551,USES_IP
C0455,P4550,HAS_PAYMENT_INSTRUMENT
C0456,D4560,USES_DEVICE
C0456,I4560,USES_IP
C0456,I4561,USES_IP
C0456,I4562,USES_IP
C0456,P4560,HAS_PAYMENT_INSTRUMENT
C0456,P4561,HAS_PAYMENT_INSTRUMENT
C0457,D4570,USES_DEVICE
C0457,D4571,USES_DEVICE
C0457,D4572,USES_DEVICE
C0457,I4570,USES_IP
C0457,I4571,USES_IP
C0457,I4572,USES_IP
C0457,P4570,HAS_PAYMENT_INSTRUMENT
C0458,D4580,USES_DEVICE
C0458,D4581,USES_DEVICE
C0458,D4582,USES_DEVICE
C0458,I4580,USES_IP
C0458,I4581,USES_IP
C0458,I0091,USES_IP
C0458,P4580,HAS_PAYMENT_INSTRUMENT
C0459,D4590,USES_DEVICE
C0459,D4591,USES_DEVICE
C0459,D4592,USES_DEVICE
C0459,I4590,USES_IP
C0459,I4591,USES_IP
C0459,I4592,USES_IP
C0459,P4590,HAS_PAYMENT_INSTRUMENT
C0459,P4591,HAS_PAYMENT_INSTRUMENT
C0460,D4600,USES_DEVICE
C0460,D4601,USES_DEVICE
C0460,D4602,USES_DEVICE
C0460,I4600,USES_IP
C0460,I4601,USES_IP
C0460,P4600,HAS_PAYMENT_INSTRUMENT
C0460,P4601,HAS_PAYMENT_INSTRUMENT
C0461,D4610,USES_DEVICE
C0461,D4611,USES_DEVICE
C0461,I4610,USES_IP
C0461,P4610,HAS_PAYMENT_INSTRUMENT
C0461,P4611,HAS_PAYMENT_INSTRUMENT
C0462,D4620,USES_DEVICE
C0462,I4620,USES_IP
C0462,P4620,HAS_PAYMENT_INSTRUMENT
C0463,D4630,USES_DEVICE
C0463,D4631,USES_DEVICE
C0463,I4630,USES_IP
C0463,P4630,HAS_PAYMENT_INSTRUMENT
C0463,P4631,HAS_PAYMENT_INSTRUMENT
C0464,D4640,USES_DEVICE
C0464,D4641,USES_DEVICE
C0464,D4642,USES_DEVICE
C0464,I4640,USES_IP
C0464,I4641,USES_IP
C0464,I4642,USES_IP
C0464,P4640,HAS_PAYMENT_INSTRUMENT
C0465,D4650,USES_DEVICE
C0465,D4651,USES_DEVICE
C0465,I0093,USES_IP
C0465,I4651,USES_IP
C0465,P4650,HAS_PAYMENT_INSTRUMENT
C0466,D4660,USES_DEVICE
C0466,I4660,USES_IP
C0466,I4661,USES_IP
C0466,P4660,HAS_PAYMENT_INSTRUMENT
C0467,D4670,USES_DEVICE
C0467,I4670,USES_IP
C0467,P4670,HAS_PAYMENT_INSTRUMENT
C0468,D4680,USES_DEVICE
C0468,D4681,USES_DEVICE
C0468,I4680,USES_IP
C0468,P4680,HAS_PAYMENT_INSTRUMENT
C0468,P4681,HAS_PAYMENT_INSTRUMENT
C0469,D4690,USES_DEVICE
C0469,D4691,USES_DEVICE
C0469,I4690,USES_IP
C0469,P4690,HAS_PAYMENT_INSTRUMENT
C0470,D4700,USES_DEVICE
C0470,D4701,USES_DEVICE
C0470,D4702,USES_DEVICE
C0470,I4700,USES_IP
C0470,P4700,HAS_PAYMENT_INSTRUMENT
C0470,P4701,HAS_PAYMENT_INSTRUMENT
C0471,D4710,USES_DEVICE
C0471,I4710,USES_IP
C0471,I4711,USES_IP
C0471,I4712,USES_IP
C0471,P4710,HAS_PAYMENT_INSTRUMENT
C0471,P4711,HAS_PAYMENT_INSTRUMENT
C0472,D4720,USES_DEVICE
C0472,D4721,USES_DEVICE
C0472,I4720,USES_IP
C0472,I4721,USES_IP
C0472,P4720,HAS_PAYMENT_INSTRUMENT
C0472,P4721,HAS_PAYMENT_INSTRUMENT
C0473,D4730,USES_DEVICE
C0473,D4731,USES_DEVICE
C0473,I4730,USES_IP
C0473,I4731,USES_IP
C0473,P4730,HAS_PAYMENT_INSTRUMENT
C0474,D4740,USES_DEVICE
C0474,D4741,USES_DEVICE
C0474,D4742,USES_DEVICE
C0474,I4740,USES_IP
C0474,I4741,USES_IP
C0474,P4740,HAS_PAYMENT_INSTRUMENT
C0475,D4750,USES_DEVICE
C0475,D4751,USES_DEVICE
C0475,I4750,USES_IP
C0475,I4751,USES_IP
C0475,P4750,HAS_PAYMENT_INSTRUMENT
C0476,D4760,USES_DEVICE
C0476,D4761,USES_DEVICE
C0476,D4762,USES_DEVICE
C0476,I0095,USES_IP
C0476,P4760,HAS_PAYMENT_INSTRUMENT
C0476,P4761,HAS_PAYMENT_INSTRUMENT
C0477,D4770,USES_DEVICE
C0477,D4771,USES_DEVICE
C0477,I4770,USES_IP
C0477,P4770,HAS_PAYMENT_INSTRUMENT
C0478,D4780,USES_DEVICE
C0478,D4781,USES_DEVICE
C0478,I4780,USES_IP
C0478,I4781,USES_IP
C0478,I4782,USES_IP
C0478,P4780,HAS_PAYMENT_INSTRUMENT
C0478,P4781,HAS_PAYMENT_INSTRUMENT
C0479,D4790,USES_DEVICE
C0479,D4791,USES_DEVICE
C0479,I4790,USES_IP
C0479,I4791,USES_IP
C0479,P4790,HAS_PAYMENT_INSTRUMENT
C0479,P4791,HAS_PAYMENT_INSTRUMENT
C0480,D4800,USES_DEVICE
C0480,D4801,USES_DEVICE
C0480,I4800,USES_IP
C0480,P4800,HAS_PAYMENT_INSTRUMENT
C0480,P4801,HAS_PAYMENT_INSTRUMENT
C0481,D4810,USES_DEVICE
C0481,I4810,USES_IP
C0481,P4810,HAS_PAYMENT_INSTRUMENT
C0481,P4811,HAS_PAYMENT_INSTRUMENT
C0482,D4820,USES_DEVICE
C0482,I4820,USES_IP
C0482,I4821,USES_IP
C0482,I4822,USES_IP
C0482,P4820,HAS_PAYMENT_INSTRUMENT
C0483,D4830,USES_DEVICE
C0483,D4831,USES_DEVICE
C0483,D4832,USES_DEVICE
C0483,I4830,USES_IP
C0483,P4830,HAS_PAYMENT_INSTRUMENT
C0483,P4831,HAS_PAYMENT_INSTRUMENT
C0484,D4840,USES_DEVICE
C0484,I4840,USES_IP
C0484,I4841,USES_IP
C0484,I0096,USES_IP
C0484,P4840,HAS_PAYMENT_INSTRUMENT
C0484,P4841,HAS_PAYMENT_INSTRUMENT
C0485,D4850,USES_DEVICE
C0485,D4851,USES_DEVICE
C0485,I4850,USES_IP
C0485,P4850,HAS_PAYMENT_INSTRUMENT
C0485,P4851,HAS_PAYMENT_INSTRUMENT
C0486,D4860,USES_DEVICE
C0486,D4861,USES_DEVICE
C0486,D4862,USES_DEVICE
C0486,I0097,USES_IP
C0486,I4861,USES_IP
C0486,P4860,HAS_PAYMENT_INSTRUMENT
C0486,P4861,HAS_PAYMENT_INSTRUMENT
C0487,D4870,USES_DEVICE
C0487,I4870,USES_IP
C0487,P4870,HAS_PAYMENT_INSTRUMENT
C0487,P4871,HAS_PAYMENT_INSTRUMENT
C0488,D4880,USES_DEVICE
C0488,D4881,USES_DEVICE
C0488,D4882,USES_DEVICE
C0488,I0097,USES_IP
C0488,I4881,USES_IP
C0488,P4880,HAS_PAYMENT_INSTRUMENT
C0488,P4881,HAS_PAYMENT_INSTRUMENT
C0489,D4890,USES_DEVICE
C0489,I4890,USES_IP
C0489,P4890,HAS_PAYMENT_INSTRUMENT
C0490,D4900,USES_DEVICE
C0490,I4900,USES_IP
C0490,P4900,HAS_PAYMENT_INSTRUMENT
C0490,P4901,HAS_PAYMENT_INSTRUMENT
C0491,D4910,USES_DEVICE
C0491,D4911,USES_DEVICE
C0491,I4910,USES_IP
C0491,I0098,USES_IP
C0491,P4910,HAS_PAYMENT_INSTRUMENT
C0491,P4911,HAS_PAYMENT_INSTRUMENT
C0492,D4920,USES_DEVICE
C0492,D4921,USES_DEVICE
C0492,I4920,USES_IP
C0492,I4921,USES_IP
C0492,I4922,USES_IP
C0492,P4920,HAS_PAYMENT_INSTRUMENT
C0493,D4930,USES_DEVICE
C0493,D4931,USES_DEVICE
C0493,D4932,USES_DEVICE
C0493,I4930,USES_IP
C0493,I0098,USES_IP
C0493,I4932,USES_IP
C0493,P4930,HAS_PAYMENT_INSTRUMENT
C0493,P4931,HAS_PAYMENT_INSTRUMENT
C0494,D4940,USES_DEVICE
C0494,I0098,USES_IP
C0494,I4941,USES_IP
C0494,I4942,USES_IP
C0494,P4940,HAS_PAYMENT_INSTRUMENT
C0494,P4941,HAS_PAYMENT_INSTRUMENT
C0495,D4950,USES_DEVICE
C0495,D4951,USES_DEVICE
C0495,D4952,USES_DEVICE
C0495,I4950,USES_IP
C0495,I4951,USES_IP
C0495,P4950,HAS_PAYMENT_INSTRUMENT
C0496,D4960,USES_DEVICE
C0496,D4961,USES_DEVICE
C0496,D4962,USES_DEVICE
C0496,I4960,USES_IP
C0496,P4960,HAS_PAYMENT_INSTRUMENT
C0496,P4961,HAS_PAYMENT_INSTRUMENT
C0497,D4970,USES_DEVICE
C0497,D4971,USES_DEVICE
C0497,I4970,USES_IP
C0497,P4970,HAS_PAYMENT_INSTRUMENT
C0497,P4971,HAS_PAYMENT_INSTRUMENT
C0498,D4980,USES_DEVICE
C0498,D4981,USES_DEVICE
C0498,D4982,USES_DEVICE
C0498,I4980,USES_IP
C0498,I4981,USES_IP
C0498,I4982,USES_IP
C0498,P4980,HAS_PAYMENT_INSTRUMENT
C0499,D4990,USES_DEVICE
C0499,I4990,USES_IP
C0499,I4991,USES_IP
C0499,I4992,USES_IP
C0499,P4990,HAS_PAYMENT_INSTRUMENT
C0500,D5000,USES_DEVICE
C0500,D5001,USES_DEVICE
C0500,I5000,USES_IP
C0500,P5000,HAS_PAYMENT_INSTRUMENT
C0500,P5001,HAS_PAYMENT_INSTRUMENT
C0501,D5010,USES_DEVICE
C0501,D5011,USES_DEVICE
C0501,D5012,USES_DEVICE
C0501,I5010,USES_IP
C0501,I5011,USES_IP
C0501,I5012,USES_IP
C0501,P5010,HAS_PAYMENT_INSTRUMENT
C0502,D5020,USES_DEVICE
C0502,D5021,USES_DEVICE
C0502,D5022,USES_DEVICE
C0502,I5020,USES_IP
C0502,I0100,USES_IP
C0502,I5022,USES_IP
C0502,P5020,HAS_PAYMENT_INSTRUMENT
C0503,D5030,USES_DEVICE
C0503,D5031,USES_DEVICE
C0503,I5030,USES_IP
C0503,I5031,USES_IP
C0503,I5032,USES_IP
C0503,P5030,HAS_PAYMENT_INSTRUMENT
C0503,P5031,HAS_PAYMENT_INSTRUMENT
C0504,D5040,USES_DEVICE
C0504,I5040,USES_IP
C0504,I5041,USES_IP
C0504,I5042,USES_IP
C0504,P5040,HAS_PAYMENT_INSTRUMENT
C0504,P5041,HAS_PAYMENT_INSTRUMENT
C0505,D5050,USES_DEVICE
C0505,D5051,USES_DEVICE
C0505,D5052,USES_DEVICE
C0505,I5050,USES_IP
C0505,I5051,USES_IP
C0505,P5050,HAS_PAYMENT_INSTRUMENT
C0505,P5051,HAS_PAYMENT_INSTRUMENT
C0506,D5060,USES_DEVICE
C0506,I5060,USES_IP
C0506,I5061,USES_IP
C0506,I0101,USES_IP
C0506,P5060,HAS_PAYMENT_INSTRUMENT
C0506,P5061,HAS_PAYMENT_INSTRUMENT
C0507,D5070,USES_DEVICE
C0507,I5070,USES_IP
C0507,I5071,USES_IP
C0507,P5070,HAS_PAYMENT_INSTRUMENT
C0507,P5071,HAS_PAYMENT_INSTRUMENT
C0508,D5080,USES_DEVICE
C0508,D5081,USES_DEVICE
C0508,I5080,USES_IP
C0508,I0101,USES_IP
C0508,P5080,HAS_PAYMENT_INSTRUMENT
C0508,P5081,HAS_PAYMENT_INSTRUMENT
C0509,D5090,USES_DEVICE
C0509,D5091,USES_DEVICE
C0509,I5090,USES_IP
C0509,I5091,USES_IP
C0509,P5090,HAS_PAYMENT_INSTRUMENT
C0510,D5100,USES_DEVICE
C0510,I5100,USES_IP
C0510,I5101,USES_IP
C0510,P5100,HAS_PAYMENT_INSTRUMENT
C0510,P5101,HAS_PAYMENT_INSTRUMENT
C0511,D5110,USES_DEVICE
C0511,I0102,USES_IP
C0511,P5110,HAS_PAYMENT_INSTRUMENT
C0512,D5120,USES_DEVICE
C0512,D5121,USES_DEVICE
C0512,D5122,USES_DEVICE
C0512,I5120,USES_IP
C0512,I5121,USES_IP
C0512,I0102,USES_IP
C0512,P5120,HAS_PAYMENT_INSTRUMENT
C0512,P5121,HAS_PAYMENT_INSTRUMENT
C0513,D5130,USES_DEVICE
C0513,D5131,USES_DEVICE
C0513,I5130,USES_IP
C0513,P5130,HAS_PAYMENT_INSTRUMENT
C0514,D5140,USES_DEVICE
C0514,D5141,USES_DEVICE
C0514,D5142,USES_DEVICE
C0514,I5140,USES_IP
C0514,I5141,USES_IP
C0514,I5142,USES_IP
C0514,P5140,HAS_PAYMENT_INSTRUMENT
C0514,P5141,HAS_PAYMENT_INSTRUMENT
C0515,D5150,USES_DEVICE
C0515,D5151,USES_DEVICE
C0515,I5150,USES_IP
C0515,I5151,USES_IP
C0515,P5150,HAS_PAYMENT_INSTRUMENT
C0515,P5151,HAS_PAYMENT_INSTRUMENT
C0516,D5160,USES_DEVICE
C0516,D5161,USES_DEVICE
C0516,I5160,USES_IP
C0516,I0103,USES_IP
C0516,P5160,HAS_PAYMENT_INSTRUMENT
C0516,P5161,HAS_PAYMENT_INSTRUMENT
C0517,D5170,USES_DEVICE
C0517,I5170,USES_IP
C0517,I5171,USES_IP
C0517,I5172,USES_IP
C0517,P5170,HAS_PAYMENT_INSTRUMENT
C0518,D5180,USES_DEVICE
C0518,I0103,USES_IP
C0518,I5181,USES_IP
C0518,P5180,HAS_PAYMENT_INSTRUMENT
C0518,P5181,HAS_PAYMENT_INSTRUMENT
C0519,D5190,USES_DEVICE
C0519,D5191,USES_DEVICE
C0519,I5190,USES_IP
C0519,I5191,USES_IP
C0519,P5190,HAS_PAYMENT_INSTRUMENT
C0520,D5200,USES_DEVICE
C0520,D5201,USES_DEVICE
C0520,I5200,USES_IP
C0520,I5201,USES_IP
C0520,P5200,HAS_PAYMENT_INSTRUMENT
C0520,P5201,HAS_PAYMENT_INSTRUMENT
C0521,D5210,USES_DEVICE
C0521,D5211,USES_DEVICE
C0521,I5210,USES_IP
C0521,P5210,HAS_PAYMENT_INSTRUMENT
C0521,P5211,HAS_PAYMENT_INSTRUMENT
C0522,D5220,USES_DEVICE
C0522,D5221,USES_DEVICE
C0522,I5220,USES_IP
C0522,I5221,USES_IP
C0522,I5222,USES_IP
C0522,P5220,HAS_PAYMENT_INSTRUMENT
C0523,D5230,USES_DEVICE
C0523,D5231,USES_DEVICE
